ID,U_Full,V_Full,J_Full,U_Decomposed,V_Decomposed,J_Decomposed,zpk
COSMOS_12098,-104.27169974255418,-105.09874759525621,-105.89444527052632,-104.20281500987613,-104.99195601426851,-105.6886138176187,2.52
COSMOS_12102,-100.2675538828739,-101.74027503125716,-102.7155342140532,-100.26534327873819,-101.73907599410225,-102.71105935193705,0.7698
COSMOS_12104,-101.20853845435433,-102.02093618736822,-102.51944485153416,-101.20853845435433,-102.02093618736822,-102.51944485153416,0.8432
COSMOS_12124,-102.09269274255686,-103.56641390317108,-104.53843471812831,-102.09266750543243,-103.56640022079648,-104.53838357863131,0.2195
COSMOS_12132,-102.5372682647099,-103.24486404729866,-103.7742107940868,-102.53687784920005,-103.23915222430352,-103.64860134353096,1.7205
COSMOS_12133,-104.5246156918583,-105.60065424932837,-106.48878387760625,-104.52444609705947,-105.60052163144461,-106.48824829478147,0.9352
COSMOS_12146,-101.97985355469471,-102.72235753718493,-103.16091826502591,-101.97985355469471,-102.72235753718493,-103.16091826502591,1.0692
COSMOS_12155,-103.78740082055359,-104.04248503128046,-104.48109717991792,-102.31883572475024,-102.97668149824261,-103.6346680386934,2.9279
COSMOS_12163,-100.90543030148636,-101.71782803450026,-102.2163366986662,-100.90543030148636,-101.71782803450026,-102.2163366986662,0.6604
COSMOS_12168,-102.66897440799256,-103.41396250218123,-103.92734506570594,-102.54297501447815,-103.34810965149147,-103.8744356557632,0.7325
COSMOS_12175,-102.63298042293516,-103.48688863885643,-103.9851944309818,-102.52053828393274,-103.43371249591156,-103.94181068917001,0.761
COSMOS_12177,-102.46869278394234,-102.62738929719553,-102.62714197268303,-102.46869278394234,-102.62738929719553,-102.62714197268303,0.7404
COSMOS_12179,-101.02911383357815,-102.40946799087949,-103.27330632085135,-101.02911383357815,-102.40946799087949,-103.27330632085135,0.7588
COSMOS_12185,-101.68341701590316,-102.19330098033554,-102.41905456571001,-101.68341701590316,-102.19330098033554,-102.41905456571001,0.8924
COSMOS_12189,-101.23989835597942,-102.24873430522258,-102.86830649454146,-101.23989835597942,-102.24873430522258,-102.86830649454146,0.3571
COSMOS_12191,-102.8155197394355,-104.01665430701378,-104.8558327804133,-102.47402745096858,-103.85438160826992,-104.71821993824176,0.9036
COSMOS_1220,-105.31809202467174,-106.22687747752877,-106.98709995316773,-105.2364485776679,-106.14714725794892,-106.88025366732009,1.9036
COSMOS_12202,-101.9086354476546,-102.82180965963342,-103.32990785289185,-101.9086354476546,-102.82180965963342,-103.32990785289185,0.75
COSMOS_12204,-100.26649394425625,-101.68860072743713,-102.6005588640419,-100.26649394425625,-101.68860072743713,-102.6005588640419,0.766
COSMOS_12205,-103.07078255433609,-104.9406649819869,-106.38866942807832,-103.07078255433609,-104.9406649819869,-106.38866942807832,0.8809
COSMOS_12208,-103.4031191826833,-103.97780597324255,-105.05268614431873,-102.27256029877181,-103.36692245982691,-104.7845931219227,1.968
COSMOS_12212,-104.60707959274445,-105.64485359058183,-106.26290679554025,-104.60696660254293,-105.6447627647494,-106.26245367896774,0.5982
COSMOS_12217,-103.73329955250618,-105.18521247971094,-106.66674121020941,-103.56002847803893,-105.13940350210854,-106.65177625112256,1.5001
COSMOS_12222,-103.49610890224015,-103.99156198088133,-104.45033337867785,-102.79115859418128,-103.30104255861366,-103.52679614398812,2.4267
COSMOS_12223,-103.40715716214454,-104.98282365152767,-106.57519637173968,-102.83321653987227,-104.71704314635467,-106.4195499609143,1.8339
COSMOS_12224,-102.75121012612495,-103.76004607536811,-104.37961826468697,-102.75121012612495,-103.76004607536811,-104.37961826468697,0.78
COSMOS_12228,-102.97365797294874,-103.42499180872287,-103.94346853912447,-102.95660285711412,-103.34666691342741,-103.48362048343601,2.2975
COSMOS_12230,-101.61337610302787,-102.2029309755153,-102.48538587304496,-101.61337610302787,-102.2029309755153,-102.48538587304496,0.9364
COSMOS_12231,-102.21271743526765,-102.81838492328133,-103.11277097729098,-102.21271743526765,-102.81838492328133,-103.11277097729098,1.2649
COSMOS_12232,-104.71726169220418,-105.64586635052565,-106.27200759385047,-104.4957040886429,-105.50454003788604,-106.12411222720493,1.8988
COSMOS_12233,-100.65285399405303,-101.70406518446372,-102.45331932048515,-100.65172514000103,-101.70266572135552,-102.45062505986562,0.5199
COSMOS_12238,-103.00420336594865,-104.26806897252426,-105.10991535923156,-102.83391238683276,-104.21426654413409,-105.07810487410593,0.7567
COSMOS_12248,-101.90811778140373,-102.59730468471804,-102.97239040083471,-101.90811778140373,-102.59730468471804,-102.97239040083471,0.5731
COSMOS_12253,-101.5243691606091,-103.35913871582343,-104.44524043421625,-101.52413588223428,-103.35904802767728,-104.44493525950433,0.7285
COSMOS_12256,-101.71916299067172,-102.53156072368562,-103.03006938785157,-101.71916299067172,-102.53156072368562,-103.03006938785157,0.476
COSMOS_12257,-102.46859116770283,-103.47453034256347,-104.10609852253792,-102.44162755513271,-103.45046350437586,-104.07003569369473,0.8997
COSMOS_12260,-103.07930081256941,-103.58783299404232,-103.83752112266599,-103.02930215439957,-103.53918611883195,-103.76493970420641,1.5253
COSMOS_12261,-105.84630724468701,-106.51114634048301,-107.1723338432069,-105.84630724468701,-106.51114634048301,-107.1723338432069,1.9255
COSMOS_12262,-103.63039178414726,-104.31957868746156,-104.69466440357826,-103.63039178414726,-104.31957868746156,-104.69466440357826,1.2578
COSMOS_12263,-100.74982324552349,-101.20681885964919,-101.3673971776528,-100.74982324552349,-101.20681885964919,-101.3673971776528,0.6003
COSMOS_12264,-99.48248739157589,-100.77489114350462,-102.26907650399426,-99.29614839735946,-100.71787279289146,-102.25073110716876,0.697
COSMOS_12268,-102.91668581815982,-103.29025093768017,-103.41715622156957,-102.91668581815982,-103.29025093768017,-103.41715622156957,2.1757
COSMOS_12273,-105.39374262404786,-105.76088886111086,-106.09355874157494,-104.67399607799031,-105.12086208199038,-105.32195097053899,3.2921
COSMOS_12275,-103.24059858655022,-104.62317807624656,-105.97178414273266,-103.23843728178352,-104.61908089065376,-105.96229848608982,0.6032
COSMOS_12277,-101.0647860243175,-102.53851873968156,-103.51050209751637,-101.0647860243175,-102.53851873968156,-103.51050209751637,0.9458
COSMOS_1228,-102.31436233333574,-103.20534919799209,-103.9120397173788,-102.01658885546068,-103.06752943681516,-103.81548877532526,0.5872
COSMOS_12285,-102.4823302134472,-103.39550442542603,-103.90360261868449,-102.4823302134472,-103.39550442542603,-103.90360261868449,0.9054
COSMOS_12286,-100.5763427197381,-101.3188467022283,-101.75740743006928,-100.5763427197381,-101.3188467022283,-101.75740743006928,0.3711
COSMOS_12289,-103.93937894177216,-105.22599842065023,-106.0723468900609,-103.79930118446104,-105.17965534176238,-106.04349367173421,0.8606
COSMOS_12297,-105.40063594600775,-106.78127955487801,-108.12449715031404,-105.40063594600775,-106.78127955487801,-108.12449715031404,0.9144
COSMOS_12299,-102.12791249470592,-102.77385120638877,-103.09789489755202,-102.12791249470592,-102.77385120638877,-103.09789489755202,1.3003
COSMOS_12303,-101.85311752591012,-103.7275919064421,-104.86079216935894,-101.85298179862359,-103.72754103514328,-104.86062825721184,0.2252
COSMOS_12312,-104.27858207483305,-104.71409050228112,-104.91069299673397,-104.27858207483305,-104.71409050228112,-104.91069299673397,1.8331
COSMOS_12316,-104.12301535765846,-105.02243131876543,-105.53512216370406,-104.0806881587129,-104.99386237069173,-105.50196056395018,1.1736
COSMOS_12324,-101.58626815070564,-102.49944236268445,-103.0075405559429,-101.58626815070564,-102.49944236268445,-103.0075405559429,1.2133
COSMOS_12326,-102.99486248621322,-103.44776055542708,-103.69931282268777,-102.91934977292959,-103.33344590341935,-103.44154237151537,1.7641
COSMOS_12327,-103.64270337518448,-104.02605907284139,-104.20352336454056,-103.64270337518448,-104.02605907284139,-104.20352336454056,1.9241
COSMOS_12331,-102.78630978279317,-103.22969181792632,-103.43290443234692,-102.78630978279317,-103.22969181792632,-103.43290443234692,1.3556
COSMOS_12333,-103.32614026932218,-103.84886057143446,-104.38490237415022,-103.32535785117231,-103.83524181560472,-104.06099540097918,1.1867
COSMOS_12336,-100.26397907648439,-101.26153447781317,-101.94771952773762,-100.26397907648439,-101.26153447781317,-101.94771952773762,0.2277
COSMOS_12346,-105.69070692989737,-106.54509906666422,-107.27172716640774,-105.5089088643588,-106.41960754463983,-107.15271395401102,1.771
COSMOS_1235,-103.30823628511376,-104.71948917099519,-105.82827813683926,-103.30763451780912,-104.71837886276349,-105.82507707838974,0.6569
COSMOS_12350,-102.9178443150156,-104.37451629198186,-105.61078783056723,-102.91724227595795,-104.37345101401712,-105.60805737643292,0.3464
COSMOS_12354,-100.60011539110911,-101.55611265316972,-102.11385623031008,-100.60011539110911,-101.55611265316972,-102.11385623031008,0.4044
COSMOS_12355,-100.66023228663965,-101.70684594866415,-103.41332104504737,-100.07253068931247,-101.50446922105468,-103.36241833187418,0.9995
COSMOS_12357,-103.7058175371451,-103.94302672628298,-104.08347638729285,-103.58399506369956,-103.83943771510856,-103.96462315087696,2.4853
COSMOS_12367,-104.64595684911258,-105.94880249359409,-106.80254115177512,-104.50445240487831,-105.88480656217965,-106.74864489215148,0.6898
COSMOS_12368,-102.80391667713502,-103.81248360278428,-104.43317410636887,-102.80143758103323,-103.81027353027639,-104.42984571959525,0.9006
COSMOS_12372,-101.42591660029171,-102.07185531197455,-102.3958990031378,-101.42591660029171,-102.07185531197455,-102.3958990031378,0.7466
COSMOS_12376,-104.6055754150033,-105.33652006430549,-105.78521344094953,-104.55077842318795,-105.29328240567816,-105.73184313351913,1.6347
COSMOS_12378,-104.04900219243515,-104.99805573354288,-105.55456060404413,-104.03652123149303,-104.99251849355363,-105.55026207069402,0.7427
COSMOS_12379,-101.59898302241405,-102.41138075542794,-102.9098894195939,-101.59898302241405,-102.41138075542794,-102.9098894195939,0.4895
COSMOS_12380,-102.51064285926562,-102.92473898975535,-103.03283545785138,-102.51064285926562,-102.92473898975535,-103.03283545785138,0.8861
COSMOS_12404,-101.14560415884344,-101.83479106215773,-102.2098767782744,-101.14560415884344,-101.83479106215773,-102.2098767782744,0.8548
COSMOS_12405,-101.3165427751066,-101.96248148678944,-102.28652517795267,-101.3165427751066,-101.96248148678944,-102.28652517795267,0.8064
COSMOS_12409,-101.49830975895841,-102.4057102218182,-102.91288154680797,-101.48759274641074,-102.40076695838957,-102.908865151648,0.7719
COSMOS_12413,-103.275158665886,-104.51359341551236,-105.5581064873129,-103.2679783599799,-104.50841779762379,-105.55283350477862,0.6135
COSMOS_12415,-104.85515452989983,-106.15895294403032,-107.25823126326543,-104.83590194992304,-106.14998495870478,-107.25218756518146,0.6853
COSMOS_12420,-104.18571601939996,-105.14170174990397,-105.69980119507251,-104.18562492909787,-105.14162219115848,-105.69936576829886,0.749
COSMOS_12423,-101.56955206162266,-102.25873896493695,-102.63382468105362,-101.56955206162266,-102.25873896493695,-102.63382468105362,0.8688
COSMOS_12427,-104.94958140263286,-105.75190541373618,-106.34206893733236,-104.47734742530942,-105.48618337455258,-106.10575556387144,1.8816
COSMOS_12428,-105.06776023584888,-105.80855292756041,-106.59517388638679,-103.99289643519842,-105.06897196958356,-105.95669863292044,2.0329
COSMOS_12434,-99.90891327584825,-100.9177492250914,-101.53732141441027,-99.90891327584825,-100.9177492250914,-101.53732141441027,0.4765
COSMOS_12436,-104.7546996779913,-105.33016907613073,-105.60217596359544,-104.7546996779913,-105.33016907613073,-105.60217596359544,1.5301
COSMOS_12441,-102.02519969813929,-102.53508366257167,-102.76083724794614,-102.02519969813929,-102.53508366257167,-102.76083724794614,0.9052
COSMOS_12446,-101.76291200515364,-102.59831937937363,-103.15064369690256,-101.7629056411916,-102.59823681321524,-103.14895931297264,1.1605
COSMOS_12454,-102.3617108768359,-103.27488508881471,-103.78298328207316,-102.3617108768359,-103.27488508881471,-103.78298328207316,0.7328
COSMOS_12457,-102.00418849146088,-103.00254644594108,-103.6650431744198,-101.90368261428969,-102.91251856353284,-103.53209075285172,1.5626
COSMOS_12460,-102.22242581183252,-102.63652194232225,-102.7446184104183,-102.22242581183252,-102.63652194232225,-102.7446184104183,0.6815
COSMOS_12472,-102.69512082689438,-103.5023267400146,-104.02936451090756,-102.69512082689438,-103.5023267400146,-104.02936451090756,0.912
COSMOS_12474,-103.38579948523603,-103.64124213664502,-103.76642757241343,-103.38579948523603,-103.64124213664502,-103.76642757241343,2.3867
COSMOS_12478,-104.20470662122297,-105.28078215560812,-106.168508818945,-104.20470662122297,-105.28078215560812,-106.168508818945,0.8989
COSMOS_12484,-103.89815033014983,-104.50381781816348,-104.79820387217316,-103.89815033014983,-104.50381781816348,-104.79820387217316,1.331
COSMOS_12487,-102.71723218190886,-103.67322944396946,-104.23097302110982,-102.71723218190886,-103.67322944396946,-104.23097302110982,0.7567
COSMOS_12488,-101.39539254048546,-101.67536274719255,-101.814450808698,-101.39539254048546,-101.67536274719255,-101.814450808698,0.5673
COSMOS_12489,-99.07934253304919,-100.45963634257168,-101.3237473339795,-99.07919503483959,-100.45954919214091,-101.32338752211275,0.4171
COSMOS_12490,-101.7292212004999,-102.6851810145075,-103.24407984056066,-101.72892536573089,-102.6849226277915,-103.24266620493185,0.8801
COSMOS_12494,-102.0234929833998,-102.8358907164137,-103.33439938057964,-102.0234929833998,-102.8358907164137,-103.33439938057964,0.8034
COSMOS_12495,-102.48477242422646,-103.17396533282094,-103.54936571755897,-102.48472096499017,-103.17390786830447,-103.54899358442114,0.7318
COSMOS_12496,-102.39756774947472,-103.04350646115753,-103.3675501523208,-102.39756774947472,-103.04350646115753,-103.3675501523208,1.6123
COSMOS_12500,-101.08894976123574,-101.83146069233972,-102.27061856398143,-101.08883979109618,-101.83134377358638,-102.26990450142736,0.7471
COSMOS_12505,-104.31696646974088,-104.90702696944382,-105.19157337685658,-104.31640213331247,-104.90595700579988,-105.18841190332955,0.6675
COSMOS_12509,-103.44980686030004,-104.52588239468518,-105.41360905802208,-103.44980686030004,-104.52588239468518,-105.41360905802208,0.7459
COSMOS_12510,-104.84891410003145,-105.75961278031247,-106.49271918968365,-104.84891410003145,-105.75961278031247,-106.49271918968365,0.8862
COSMOS_12512,-99.24404330513802,-100.05716788241116,-100.5978205253233,-99.18062619842821,-100.01896278416459,-100.56182889490162,0.336
COSMOS_12513,-102.15170337231245,-102.7272666327694,-103.00223808272966,-102.15131220563178,-102.72678160377123,-102.99878849123593,0.9064
COSMOS_12514,-101.98941453045273,-102.37947858676606,-102.51643215677463,-101.98941453045273,-102.37947858676606,-102.51643215677463,0.8029
COSMOS_12519,-103.11345247194637,-104.21974998987432,-105.1280336814638,-103.11345247194637,-104.21974998987432,-105.1280336814638,0.7509
COSMOS_12522,-100.8267621602636,-101.73993637224243,-102.24803456550089,-100.8267621602636,-101.73993637224243,-102.24803456550089,0.5724
COSMOS_12524,-104.09141220938949,-104.80101729259572,-105.49052375054953,-103.75684414663945,-104.53883366095002,-105.23300384787822,2.346
COSMOS_12531,-101.00040663284743,-101.95640389490804,-102.5141474720484,-101.00040663284743,-101.95640389490804,-102.5141474720484,0.9049
COSMOS_12537,-104.54627782653647,-104.8108639243444,-105.10793064573546,-103.28244213998373,-103.7923261044161,-104.01807968979058,2.8505
COSMOS_1254,-105.55498766938037,-106.31229080924909,-107.01641617492248,-105.2015672044571,-106.04931629683846,-106.76201424723942,2.893
COSMOS_12540,-100.9385472903092,-101.35264342079894,-101.46073988889498,-100.9385472903092,-101.35264342079894,-101.46073988889498,0.69
COSMOS_12543,-100.39327706479868,-101.10364182808043,-101.51684559204769,-100.39327706479868,-101.10364182808043,-101.51684559204769,0.3376
COSMOS_12549,-102.80788765642436,-104.6574254538896,-106.10574377264756,-102.758423366118,-104.62830579376879,-106.07631023986019,1.1408
COSMOS_1255,-103.16435197934332,-104.14970932597876,-104.77115793311981,-103.10243032765274,-104.1112662768959,-104.73083846621476,1.1011
COSMOS_12552,-101.5168525351239,-102.86093885111433,-103.72015267229105,-101.451675417887,-102.83202957518833,-103.69586790516017,0.7353
COSMOS_12554,-104.52296842988221,-105.61187118718368,-106.51020463674038,-104.51556825788188,-105.60574740954463,-106.50306346952479,1.6064
COSMOS_12561,-98.3433723064924,-98.69436166470395,-98.77647999694416,-98.3433723064924,-98.69436166470395,-98.77647999694416,0.1516
